SA2_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
801041035,20,6,17,23,6,3,0,0,0,69,32,23,52,30,10,10,3,3,0,171,0,0,0,0,0,0,0,0,0,0,5,0,10,0,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,100,47,112,61,18,8,5,0,0,348,0,0,0,0,0,0,0,0,0,0,6,4,5,3,0,0,0,0,0,24,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,14,8,0,7,6,0,0,0,0,0,14,11,0,3,7,0,0,0,0,0,24,14,3,5,13,5,4,0,0,0,46,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,6,3,9,8,4,3,0,0,0,31,12,6,13,8,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,4
801041036,6,10,17,12,5,6,0,6,0,52,44,30,59,42,24,14,0,0,0,210,0,0,0,0,0,0,0,0,0,0,5,0,9,4,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,120,72,148,65,33,29,9,0,0,480,0,0,0,0,0,0,0,0,0,0,8,3,10,6,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,4,7,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,6,3,4,3,0,0,0,35,3,3,9,5,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,3,4,3,0,0,0,38,4,5,3,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
801041037,4,0,14,11,0,0,0,0,0,28,6,13,17,9,11,6,0,0,0,56,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,29,33,46,28,12,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
801041038,11,9,20,14,5,0,4,0,0,57,98,28,51,89,29,20,8,5,0,321,0,0,0,0,0,0,0,0,0,0,12,0,0,5,6,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,238,74,135,148,61,27,13,0,0,705,0,0,0,0,0,0,0,0,0,0,6,7,9,4,4,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,8,0,5,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,8,0,0,0,0,0,24,5,5,12,12,6,6,0,0,0,48,0,0,3,0,0,0,0,0,0,10,3,0,5,0,0,0,0,0,0,10,8,4,14,14,9,0,0,0,0,55,29,10,16,13,7,5,0,0,0,78,0,0,0,0,0,0,0,0,0,0
801041039,48,39,46,62,38,12,0,3,0,249,93,40,83,69,42,20,0,0,0,336,0,0,0,0,0,0,0,0,0,0,10,7,19,10,0,0,4,0,0,61,0,0,0,0,0,0,0,0,0,0,207,127,241,143,71,40,9,0,0,839,0,0,0,0,0,0,0,0,0,5,18,5,19,16,6,4,0,0,0,66,0,0,4,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,15,0,0,5,0,6,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,16,13,8,15,10,0,0,0,0,68,15,5,24,13,14,0,4,0,0,76,0,3,0,0,3,0,0,0,0,9,0,0,4,0,0,0,0,0,0,8,12,3,15,14,12,3,0,0,0,62,10,8,20,3,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,4
801041040,56,60,74,71,59,16,8,0,0,346,181,89,123,150,69,32,17,0,5,667,0,0,0,0,0,0,0,0,0,0,19,11,7,18,20,10,0,3,0,90,0,0,0,0,0,0,0,0,0,0,327,227,284,280,121,87,41,14,9,1381,0,0,0,0,0,0,0,0,0,0,15,10,18,17,11,0,5,0,0,78,0,5,3,4,0,3,0,0,0,18,0,0,0,0,5,0,0,0,0,13,0,5,8,8,3,3,0,0,0,21,0,3,0,3,7,0,0,0,0,11,5,4,6,5,0,0,0,0,0,10,22,14,7,8,3,4,5,0,0,59,23,16,24,31,17,12,4,0,0,132,10,0,0,9,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,26,20,32,29,21,9,4,3,0,142,30,27,32,22,17,8,3,0,0,135,0,0,0,0,0,0,0,0,0,0
801041043,0,0,0,0,0,0,0,0,0,0,11,4,0,9,20,7,11,0,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,37,5,6,20,7,12,9,4,0,96,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,4,7,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041044,27,23,24,33,25,12,3,3,0,146,141,48,98,152,54,31,14,3,0,549,0,0,0,0,0,0,0,0,0,0,17,7,15,15,10,4,0,0,0,70,0,0,0,0,0,0,0,0,0,0,384,124,220,240,119,51,22,3,0,1170,0,0,0,0,0,0,0,0,0,0,38,17,24,22,13,7,3,0,0,121,0,0,0,5,3,0,0,0,0,12,5,0,5,5,0,0,0,0,0,9,8,0,3,0,0,4,0,0,0,25,5,0,5,0,0,0,0,0,0,7,0,7,0,5,0,0,0,0,0,14,11,6,3,13,11,5,0,0,0,43,22,6,11,33,16,12,4,0,0,92,8,0,4,3,0,0,0,0,0,21,6,0,0,0,3,0,0,0,0,8,50,7,34,49,14,12,0,0,0,172,31,9,19,19,9,6,0,0,0,96,4,0,0,0,0,0,0,0,0,3
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,61,45,43,63,46,26,15,9,0,299,255,146,225,241,181,89,80,48,6,1271,0,0,0,0,0,0,0,0,0,0,23,14,17,28,19,9,4,4,0,121,0,0,0,0,0,0,0,0,0,0,548,292,424,402,260,185,121,45,19,2298,6,0,0,0,0,6,0,0,0,10,39,15,18,44,16,15,6,5,0,158,8,6,0,6,8,0,0,0,0,29,10,0,9,3,0,0,0,0,0,18,17,0,13,16,6,8,6,0,0,70,5,5,6,5,3,3,0,0,0,29,6,4,8,0,0,0,0,0,0,18,33,25,26,22,17,12,3,0,0,127,43,20,31,41,43,38,14,10,0,242,8,3,6,5,0,0,0,0,0,24,0,0,0,0,4,0,0,0,0,15,34,31,45,54,51,43,27,9,0,290,83,26,50,37,21,13,3,0,0,241,0,0,0,0,0,0,0,0,0,4
801041047,46,34,20,46,64,40,17,3,5,266,228,119,60,195,231,154,99,31,7,1119,0,0,0,0,0,0,0,0,0,0,27,13,12,20,20,22,9,0,0,115,0,0,0,0,0,0,0,0,0,0,546,311,180,363,351,226,116,47,0,2145,3,0,0,0,0,3,0,0,0,3,69,36,25,47,35,19,15,5,0,255,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,10,11,6,10,18,10,0,5,0,59,3,0,0,3,6,0,0,0,0,14,0,0,0,0,4,0,3,0,0,8,13,16,6,7,12,14,0,0,0,69,24,11,11,29,43,32,15,11,3,185,10,0,5,3,6,8,0,0,0,25,0,5,0,0,0,4,0,0,0,12,51,19,13,39,54,36,29,3,0,247,37,30,7,28,39,15,9,4,0,168,0,0,0,0,3,0,0,0,0,6
801041048,58,46,50,61,57,46,12,12,0,343,163,92,102,146,141,87,56,20,0,812,0,0,0,0,0,0,0,0,0,0,5,5,13,12,4,8,0,0,0,58,0,0,0,0,0,0,0,0,0,0,287,220,199,216,229,141,71,29,3,1401,0,0,0,0,0,3,4,0,0,3,34,35,13,28,29,16,9,10,0,160,0,0,0,3,0,3,0,0,0,10,5,6,5,0,0,0,0,0,0,14,17,5,8,13,7,8,9,0,0,66,3,3,0,0,0,0,0,0,0,10,6,0,5,5,0,0,0,0,0,18,16,13,11,12,3,5,0,0,0,62,19,17,23,23,25,24,10,0,0,148,0,0,0,0,0,4,6,4,0,17,0,8,5,0,4,0,0,0,0,13,24,28,28,31,39,25,19,8,0,192,27,21,17,22,26,11,0,0,0,129,3,0,0,0,0,0,0,0,0,8
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,0,108,52,9,3,0,0,0,0,177,0,112,11,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,181,28,14,3,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,3,0,20,6,0,0,0,0,0,0,30,0,13,7,0,0,0,0,0,0,20,0,25,6,7,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,29,10,0,0,0,0,0,0,38,0,18,5,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,4
801051050,15,13,29,22,21,17,6,3,0,127,85,43,53,82,87,85,51,70,52,608,0,0,0,0,0,0,0,0,0,0,6,3,7,4,0,3,0,0,4,32,0,0,0,0,0,0,0,0,0,0,191,118,97,145,154,92,81,95,41,1015,0,0,0,0,0,0,0,0,0,3,12,10,9,9,15,3,10,9,4,86,0,0,0,4,0,3,4,7,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,11,0,17,5,47,0,5,0,0,0,0,0,0,0,9,0,4,0,0,0,4,0,3,0,6,10,7,4,0,3,0,0,0,0,28,5,0,3,13,15,8,11,10,15,79,3,0,0,5,0,0,0,0,3,6,4,0,3,0,0,0,0,0,0,15,9,8,21,27,17,16,14,17,9,138,14,9,11,10,6,7,6,8,0,71,0,0,0,0,4,0,0,4,0,13
801051051,18,76,54,38,13,12,12,0,0,223,18,50,86,45,33,46,19,17,3,318,0,0,0,0,0,0,0,0,0,0,0,17,9,10,10,0,0,3,0,48,0,0,0,0,0,0,0,0,0,0,43,152,262,84,73,57,41,20,9,741,0,0,0,0,0,0,0,0,0,0,3,10,15,13,9,4,12,8,0,70,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,7,3,3,5,0,0,27,0,0,4,0,0,0,0,0,0,8,0,0,9,0,0,0,4,0,0,20,5,6,3,3,0,0,0,0,0,21,10,9,24,8,10,3,6,3,0,71,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,19,21,12,10,5,4,3,4,88,0,14,24,11,3,3,3,0,0,60,0,3,5,0,0,5,0,0,0,6
801051053,0,137,32,13,3,5,0,0,0,191,3,56,43,21,19,19,12,4,0,182,0,0,0,0,0,0,0,0,0,0,0,19,4,0,4,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,16,140,113,53,44,30,4,3,6,406,0,0,0,0,0,0,0,0,0,3,8,4,11,7,0,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,11,0,0,6,0,0,0,24,0,0,0,0,0,4,0,0,0,4,0,7,3,0,0,0,0,0,0,11,0,11,3,0,0,0,0,0,0,16,0,26,16,3,0,10,0,6,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,9,3,9,9,5,0,0,63,0,23,15,6,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
801051054,14,23,23,16,7,13,5,0,0,96,22,22,31,25,13,24,22,17,6,178,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,59,62,71,54,61,44,41,51,9,452,0,0,0,0,0,0,0,3,6,4,3,8,9,0,4,3,9,9,0,35,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,5,5,0,18,0,0,0,3,0,0,0,0,0,10,5,0,4,3,0,0,0,0,0,11,3,0,5,3,0,0,0,0,0,14,0,8,10,5,8,11,3,4,0,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,15,14,10,18,9,4,9,3,0,80,4,0,13,5,3,5,0,0,0,33,5,0,3,0,7,0,0,0,0,13
801051055,24,17,62,32,19,7,7,0,0,159,32,45,39,54,49,52,42,48,22,378,0,0,0,0,0,0,0,0,0,0,7,0,12,6,5,3,5,3,4,36,0,0,0,0,0,0,0,0,0,0,100,84,85,114,92,50,86,64,17,692,0,0,0,0,0,0,0,0,0,0,3,12,11,10,14,8,12,10,7,96,0,0,0,3,0,5,0,0,0,9,0,3,0,0,3,5,0,0,0,6,6,0,8,6,5,0,6,10,3,32,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,3,0,3,0,18,5,3,0,0,0,5,0,0,0,13,3,3,0,3,10,11,14,15,0,60,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,9,3,15,12,11,11,3,11,6,78,23,10,7,13,10,11,4,0,0,83,0,0,0,0,0,0,0,0,0,7
801051056,6,3,12,12,16,4,0,5,0,62,38,15,35,42,56,51,51,46,8,325,0,0,0,0,0,0,0,0,0,0,7,0,4,5,9,3,5,0,0,36,0,0,0,0,0,0,0,0,0,0,106,73,59,94,92,67,65,54,14,623,0,0,0,0,0,4,0,0,0,4,18,5,4,19,0,5,12,15,3,80,0,0,0,4,6,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,6,4,3,4,0,5,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,9,0,6,3,7,9,17,11,3,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,13,6,11,24,11,21,21,0,125,10,4,3,9,8,0,10,0,0,42,0,0,0,0,0,8,3,0,0,9
